10.91079039	8.389412017 	0
9.875001645	9.90925090 	1
7.8481223	10.4317483 	1
8.534122932	9.559085609 	0
10.38316846	9.618790857 	0
8.110615952	9.774717608 	1
10.02119468	9.538779622 	1
9.37705852	9.708539909 	0
7.670170335	9.603152306 	0
10.94308287	11.76207349 	1
9.247308233	10.90210555 	0
9.54739729	11.36170176 	0
7.833343667	10.363034 	0
10.87045922	9.213348128 	1
8.228513384	10.46791102 	0
12.48299028	9.421228147 	0
6.557229658	11.05935349 	0
7.264259221	9.984256737 	1
4.801721592	7.557912927 	0
6.861248648	7.837006973 	0
13.62724419	10.94830031 	1
13.6552565	9.924983717 	0
9.606090699	10.29198795 	0
12.43565716	8.813439258 	0
10.0720656	9.160571589 	0
8.306703028	10.4411646 	1
8.772436599	10.84579091 	1
9.841416158	9.848307202 	0
15.11169184	12.48989787 	1
10.2774241	9.85657011 	0
10.1348076	8.892774944 	1
8.426586093	11.30023345 	0
9.191199877	9.989869949 	1
5.933268578	10.21740004 	0
9.666055456	10.68814946 	1
5.762091216	10.12453436 	1
5.224273746	9.98492559 	1
10.26868537	10.31605475 	0
10.92376708	10.93351512 	1
8.935799678	9.181397458 	1
2.978214427	3.835470435 	1
4.91744201	2.674339991 	0
3.024557256	4.807509213 	1
3.019226157	4.041811881 	1
4.131521545	2.520604653 	1
0.411345842	3.655696597 	0
5.266443567	5.594882041 	1
4.62354099	1.375919061 	1
5.67864342	2.757973123 	0
3.905462712	2.141625079 	0
8.085352646	2.58833713 	1
6.852035583	3.610319053 	0
4.230846663	3.563377115 	0
6.042905325	2.358886853 	1
4.20077289	2.382387946 	0
4.284037893	7.051142553 	1
3.820640884	4.607385052 	0
5.417685111	3.436339164 	1
8.21146303	3.570609885 	1
6.543095544	-0.150071185 	0
9.217248861	2.40193675 	1
6.673038102	3.307612539 	1
4.043040861	4.849836388 	1
3.704103266	2.252629794 	0
4.908162271	3.870390681 	1
5.656217904	2.243552275 	1
5.091797066	3.509500134 	0
6.334045598	3.517609974 	1
6.820587567	3.871837206 	1
7.209440437	2.853110887 	1
2.099723775	2.256027992 	0
4.720205587	2.620700716 	1
6.221986574	4.665191116 	1
5.076992534	2.359039927 	0
3.263027769	0.652069899 	1
3.639219475	2.050486686 	1
7.250113206	2.633190935 	1
4.28693774	0.741841034 	1
4.489176633	1.847389784 	0
6.223476314	2.226009922 	1
2.732684384	4.026711236 	1
6.704126155	1.241378687 	1
6.406730922	6.430816427 	1
3.082162445	3.603531758 	0
3.719431124	5.345215168 	1
6.190401933	6.922594241 	1
8.101883247	4.283883063 	1
2.666738151	1.251248672 	1
5.156253707	2.957825121 	0
6.832208664	3.004741194 	1
-1.523668483	6.870939176 	1
-6.278045454	5.054520751 	0
-4.130089867	3.308967776 	1
-2.298773883	2.524337553 	1
-0.186372986	5.059834391 	0
-5.184077845	5.32761477 	1
-5.260618656	6.373336994 	0
-4.067910691	4.56450199 	0
-4.856398444	3.94371169 	0
-5.169024046	7.199650795 	1
-2.818717016	6.775475264 	0
-3.013197129	5.307372667 	0
-1.840258223	2.473016216 	1
-3.806016495	3.099383642 	1
-1.353873198	4.60008787 	0
-5.422829607	5.540632064 	1
-3.571899549	6.390529804 	1
-4.037978273	4.70568099 	1
-1.110354346	4.809405537 	0
-3.8378779	6.029098753 	1
-6.55038578	5.511809253 	1
-5.816344971	7.813937668 	0
-4.626894927	8.979880178 	1
-3.230779355	3.295580582 	1
-4.333569224	5.593364339 	1
-3.282896829	6.590185797 	1
-7.646892109	7.527347421 	0
-6.461822847	5.62944836 	1
-6.368216425	7.083861849 	1
-4.284758729	3.842576327 	1
-2.29626659	7.288576999 	0
1.101278199	6.548796127 	1
-5.927942727	8.655087775 	1
-3.954602311	5.733640188 	0
-3.160876539	4.267409415 	0
